time,x,y,z,x_raw,y_raw,z_raw,q1,q2,q3,q4
1669426406.1504107,236.7654677695152,200.47236645349156,-0.5544370942587631,-26.574214935302734,5.002895355224609,-98.7599105834961,0.29506242275238037,0.002820948138833046,0.005225352011620998,0.9554597735404968
1669426406.3761156,236.7678598628192,200.47054651578776,-0.5531239110048867,-26.57598114013672,5.005331993103027,-98.76121520996094,0.29506903886795044,0.002830490469932556,0.0052111707627773285,0.9554576873779297
1669426406.6018424,236.7687835891673,200.4705426506366,-0.5532366863085467,-26.575956344604492,5.006256103515625,-98.7611083984375,0.29506590962409973,0.0028360269498080015,0.005199708044528961,0.9554587602615356
1669426406.827556,236.7693476555294,200.46954552713837,-0.5546388136949922,-26.57691764831543,5.006857872009277,-98.75969696044922,0.2950670123100281,0.002837924985215068,0.005192910321056843,0.955458402633667
1669426407.0532157,236.7695921036466,200.46869287333433,-0.5556439947974035,-26.577749252319336,5.007133483886719,-98.75868225097656,0.29506880044937134,0.0028414269909262657,0.00520281633362174,0.9554579854011536
1669426407.2789555,236.76754170366465,200.47037308438468,-0.5559503703382263,-26.576126098632812,5.005036354064941,-98.75838470458984,0.2950628399848938,0.002833157777786255,0.005210030823945999,0.9554595351219177
1669426407.5048103,236.76615382407692,200.4701621131953,-0.5556562549647732,-26.57638168334961,5.003653526306152,-98.7586669921875,0.29505568742752075,0.0028322108555585146,0.005232657305896282,0.9554613828659058
1669426407.7305543,236.76382194484165,200.4728189629811,-0.5540432151506475,-26.573816299438477,5.001234531402588,-98.76029968261719,0.29505813121795654,0.0028227511793375015,0.005245271138846874,0.9554606676101685
1669426407.9562526,236.76567524450638,200.470938144749,-0.5550453147173574,-26.57562828063965,5.003148555755615,-98.75928497314453,0.29506683349609375,0.0028274294454604387,0.005233394913375378,0.9554581642150879
1669426408.1820054,236.76869316906127,200.471317195758,-0.554596845038113,-26.575166702270508,5.00615119934082,-98.75975799560547,0.2950672209262848,0.0028310501947999,0.005213669966906309,0.9554581642150879
1669426408.407718,236.77035993050032,200.46994616950147,-0.5547040788496111,-26.576486587524414,5.0078582763671875,-98.7596435546875,0.29506778717041016,0.0028433992993086576,0.0051997071132063866,0.9554582238197327
1669426408.6335146,236.76631779121726,200.47206047166569,-0.5546140847321024,-26.574493408203125,5.00375509262085,-98.75973510742188,0.2950567901134491,0.00283447396941483,0.0052241375669837,0.9554612040519714
1669426408.8592856,236.76773328234685,200.46946798623313,-0.5552834998476082,-26.57703399658203,5.005250453948975,-98.75904083251953,0.2950594127178192,0.002842504531145096,0.005219843238592148,0.9554605484008789
1669426409.084988,236.76639201157914,200.47015714798212,-0.5543606006633315,-26.576396942138672,5.0038838386535645,-98.75996398925781,0.29506468772888184,0.002834092127159238,0.005236753262579441,0.9554587006568909
1669426409.3106976,236.76385454511595,200.47128589935605,-0.5538782679747526,-26.575349807739258,5.001311302185059,-98.76044464111328,0.2950686812400818,0.002826473442837596,0.005258811637759209,0.9554576277732849
